place,address,latitude,longitude,country_geocoded,country_added,country
women s college kolkata,"P-29, Kshirode Vidyavinode Ave, Baghbazar, Kolkata, West Bengal 700003, India",22.6065626,88.3692451,India,,India
macdiarmid institute for advanced materials and nanotechnology,"Wellington Central, Wellington 6011, New Zealand",-41.2864603,174.776236,New Zealand,,New Zealand
jones lang lasalle,"8343 Douglas Ave #100, Dallas, TX 75225, USA",32.8644485,-96.8089676,United States,,United States
accreditation council for graduate medical education,"Equitable Building, 401 N Michigan Ave, Chicago, IL 60611, USA",41.8896292,-87.6231122,United States,,United States
qantas,"2 Park Ave suite 1100, New York, NY 10016, USA",40.7508121,-73.9755335,United States,,United States
islamic azad university science and research branch tehran,"Tehran, استان تهران تهران ایران، تهران بزرگ، حصارک، بلوار دانشگاه،، Ferdos Blvd, Iran",35.7826922,51.3172729,Iran,,Iran
effat university,"8482 Qasr Khuzam, Al-Nazlah Al-Yamaniyah, Jeddah 22332, Saudi Arabia",21.4782056,39.2106634,Saudi Arabia,,Saudi Arabia
usak university,"İzmir Yolu, Atatürk Blv. 8. Km, 64000 Merkez/Uşak Merkez/Uşak Merkez/Uşak, Turkey",38.6719516,29.3302028,Turkey,,Turkey
cardiff and vale university health board,"Heath Park, Cardiff CF14 4XW, UK",51.5067958,-3.1902577,United Kingdom,,United Kingdom
centre for social studies,"R–1, Baishnabghata Patuli Township, Baishnabghata Patuli Twp, Patuli, Kolkata, West Bengal 700094, India",22.4743077,88.3922675,India,,India
telecom business school,"9 Rue Charles Fourier, 91000 Évry-Courcouronnes, France",48.6249477,2.4433504,France,,France
bangkok university,"9/1 หมู่ที่ 5 Phahonyothin Rd, Tambon Khlong Nung, Amphoe Khlong Luang, Chang Wat Pathum Thani 12120, Thailand",14.0395107,100.6153646,Thailand,,Thailand
pandit deendayal petroleum university,"Raysan, Gujarat 382007, India",23.153937,72.6668561,India,,India
universidad del caribe rd,"Autopista 30 de Mayo Km. 7½, Santo Domingo 11105, Dominican Republic",18.433499,-69.950856,Dominican Republic,,Dominican Republic
naval postgraduate school,"1 University Circle, Monterey, CA 93943, USA",36.5971756,-121.8740833,United States,,United States
foundation for sustainable development,"1000 Brannan St #207, San Francisco, CA 94103, USA",37.7699866,-122.4075437,United States,,United States
planning commission,"Howard Office Building, 700 2nd Ave S, Nashville, TN 37210, USA",36.154083,-86.7690924,United States,,United States
karnatak university,"Pavate Nagar, Dharwad, Karnataka 580003, India",15.440399,74.9852312,India,,India
tianjin normal university,"393 Binshui W Rd, Xiqing Qu, China",39.0607286,117.1256421,China,,China
child in need institute,"Daulatpur, P.O. Pailan Via Joka, 24 Parganas (S), Amgachhi, Kolkata, West Bengal 700104, India",22.4149234,88.3126734,India,,India
halmstad university,"Kristian IV:s väg 3, 301 18 Halmstad, Sweden",56.6646405,12.8773662,Sweden,,Sweden
central university of technology,"20 President Brand St, Bloemfontein Central, Bloemfontein, 9301, South Africa",-29.1216589,26.2128304,South Africa,,South Africa
ocad university,"100 McCaul St, Toronto, ON M5T 1W1, Canada",43.6529936,-79.3912166,Canada,,Canada
university of south florida st petersburg,"140 7th Ave S, St. Petersburg, FL 33701, USA",27.763435,-82.6352615,United States,,United States
dominican university,"7900 Division St, River Forest, IL 60305, USA",41.902411,-87.822057,United States,,United States
universiti malaysia perlis,"Arau, Sg. Chuchuh, Jalan Wang Ulu, 01000 Kangar, Perlis, Malaysia",6.4622347,100.1646294,Malaysia,,Malaysia
pontifical bolivarian university,"Cq. 1 #70-01, Medellín, Antioquia, Colombia",6.242341,-75.5893626,Colombia,,Colombia
technical university of kenya,"Haile Selassie Ave, Nairobi, Kenya",-1.291846,36.82453,Kenya,,Kenya
kenya methodist university,"Nairobi Central Monrovia Street KeMU Hub Building, Starehe, Kenya",-1.281312,36.8171438,Kenya,,Kenya
southeastern university,"1000 Longfellow Blvd, Lakeland, FL 33801, USA",28.0301306,-81.9179961,United States,,United States
william jessup university,"2121 University Ave, Rocklin, CA 95765, USA",38.8203949,-121.292457,United States,,United States
fernuniversitat hagen,"Universitätsstraße 33, 58097 Hagen, Germany",51.3765681,7.4950033,Germany,,Germany
national ecological observatory network,"2115 E Valencia Rd, Tucson, AZ 85706, USA",32.1344495,-110.9386527,United States,,United States
al farabi university,"Al-Farabi Avenue 71, Almaty 050040, Kazakhstan",43.2251726,76.9222292,Kazakhstan,,Kazakhstan
tufts medical center,"800 Washington St, Boston, MA 02111, USA",42.3495371,-71.0627826,United States,,United States
federal ministry of education and research,,,,,Germany,Germany
tuv rheinland,"10300 Town Park Drive, Suite SE4099, Houston, TX 77072, USA",29.7128428,-95.5609311,United States,,United States
waste management inc,"3508 E Admiral Pl, Tulsa, OK 74115, USA",36.1601131,-95.9376329,United States,,United States
nanjing audit university,"Gulou, Nanjing, China",32.039026,118.752321,China,,China
egypt japan university of science and technology,"3rd. District, Hod Sakrah WA Abu Hamad, Borg Al Arab Al Gadida City, Alexandria Governorate, Egypt",30.8664028,29.5827055,Egypt,,Egypt
hague institute for global justice,"Sophialaan 10, 2514 JR Den Haag, Netherlands",52.0869205,4.3064227,Netherlands,,Netherlands
federal university of tocantins,"379 - Av. Lourdes Solino, 195 - St. Sussuapara, Miracema do Tocantins - TO, 77650-000, Brazil",-9.568743,-48.405818,Brazil,,Brazil
united states department of the army,"Fort Belvoir, VA 22060, USA",38.7040514,-77.1600201,United States,,United States
autodesk,"1617 Pearl St, Boulder, CO 80302, USA",40.0193584,-105.2742543,United States,,United States
zaha hadid architects,"520 W 28th St, New York, NY 10001, USA",40.751033,-74.0029218,United States,,United States
residence inn by marriott,"3128 East, Hammons Blvd, Joplin, MO 64804, USA",37.0477704,-94.4745898,United States,,United States
clalit health services,"Rothschild St 119, Petah Tikva, Israel",32.081836,34.8837859,Israel,,Israel
dalian maritime university,"1 Linghai Rd, Ganjingzi Qu, Dalian Shi, Liaoning Sheng, China",38.870041,121.534141,China,,China
gyanvihar university,"Mahal Rd, Mahal, Jagatpura, Jaipur, Rajasthan 302017, India",26.809031,75.8612986,India,,India
jaypee university of information technology,"Waknaghat, Himachal Pradesh 173234, India",31.016551,77.070159,India,,India
jawaharlal nehru tropical botanic garden and research institute,"Palode, Kerala 695562, India",8.7533453,77.0262794,India,,India
atomic energy organization of iran,"Tehran, Tehran Province, Iran",35.7396948,51.3882671,Iran,,Iran
university of la laguna,"Calle Padre Herrera, s/n, 38200 San Cristóbal de La Laguna, Santa Cruz de Tenerife, Spain",28.4810934,-16.3158421,Spain,,Spain
sultan idris university of education,"Tanjong Malim, Perak Darul Ridzuan 35900, 35900 Tanjong Malim, Negeri Perak, Malaysia",3.685019,101.524086,Malaysia,,Malaysia
ondokuz mayis university,"Körfez, 19 Mayıs Ünv., 55270 Atakum/Samsun, Turkey",41.3672196,36.1984655,Turkey,,Turkey
sinop university,"Korucuk Mah. Trafo Sok. 15 Temmuz Yerleşkesi No:36, 57000 Korucuk/Sinop Merkez/Sinop, Turkey",42.005882,35.090169,Turkey,,Turkey
marine scotland,"375 Victoria Rd, Aberdeen AB11 9DB, UK",57.1377715,-2.0716575,United Kingdom,,United Kingdom
sorbonne,"Rue des Écoles, 75005 Paris, France",48.8496698,2.3441061,France,,France
core laboratories,"4616 N Mingo Rd, Tulsa, OK 74117, USA",36.2212726,-95.8693882,United States,,United States
medpace,"2120 W Walnut Hill Ln Building A, Irving, TX 75038, USA",32.8659955,-96.9748614,United States,,United States
government of canada,"2323 Riverside Dr., Ottawa, ON K1H 1A1, Canada",45.385877,-75.6797943,Canada,,Canada
eli lilly and company,"893 Delaware St, Indianapolis, IN 46225, USA",39.7559112,-86.1530808,United States,,United States
pharmaceuticals and medical devices agency,,,,,Japan,Japan
belgorod state technological university,"Ulitsa Kostyukova, 46, Belgorod, Belgorodskaya oblast', Russia, 308012",50.5804522,36.5966926,Russia,,Russia
kainan university,"No. 1, Kainan Road, Luzhu District, Taoyuan City, Taiwan 338",25.0112224,121.2698598,Taiwan,,Taiwan
periyar maniammai university,"Periyar Nagar, Vallam, Thanjavur, Tamil Nadu 613403, India",10.7301521,79.0688749,India,,India
matej bel university,"Národná 12, 974 01 Banská Bystrica, Slovakia",48.733322,19.145627,Slovakia,,Slovakia
national council for science and the environment,"1776 I St NW #750, Washington, DC 20006, USA",38.9010064,-77.0412444,United States,,United States
stockholm environment institute us center,"11 Curtis Ave, Somerville, MA 02144, USA",42.407756,-71.124944,United States,,United States
university of energy and natural resources,"Sunyani, Ghana",7.3501747,-2.3429652,Ghana,,Ghana
european university of tirana,"Bulevardi Gjergj Fishta Nd. 70 H.1, Njësia Bashkiake Nr.7 Tirana AL AL AL, Tiranë 1023, Albania",41.3216964,19.8026073,Albania,,Albania
autonomous university of queretaro,"Centro Universitario, Cerro de las Campanas s/n C.P. 76010, Cto Universitario, Centro Universitario, 76010 Santiago de Querétaro, Querétaro, Mexico",20.5926797,-100.4131475,Mexico,,Mexico
kagawa university,"1-1 Saiwaichō, Takamatsu, Kagawa 760-0016, Japan",34.3422096,134.0371086,Japan,,Japan
meijo university,"1-chōme-501 Shiogamaguchi, Tenpaku-ku, Nagoya, Aichi 468-8502, Japan",35.1355272,136.9754934,Japan,,Japan
state university of new york at geneseo,"1 College Cir, Geneseo, NY 14454, USA",42.7960069,-77.8238627,United States,,United States
marine biological association of the united kingdom,"The Laboratory, Citadel Hill, Plymouth PL1 2PB, UK",50.3644055,-4.1394801,United Kingdom,,United Kingdom
swiss federal institute for forest snow and landscape research,,,,,Switzerland,Switzerland
university of dayton,"300 College Park, Dayton, OH 45469, USA",39.7393,-84.1799675,United States,,United States
global university gu,"Beirut, Lebanon",33.890414,35.4970623,Lebanon,,Lebanon
college of natural resources,"2820 Faucette Dr, Raleigh, NC 27695, USA",35.782366,-78.677789,United States,,United States
iav,"15620 Technology Dr, Northville, MI 48168, USA",42.3978582,-83.504465,United States,,United States
saint joseph s college,"245 Clinton Ave, Brooklyn, NY 11205, USA",40.6904914,-73.9676776,United States,,United States
management development institute,"405 N Jefferson Ave, Springfield, MO 65806, USA",37.2119445,-93.290316,United States,,United States
tilka manjhi bhagalpur university,"Ravindra Bhavan Rd, Sitanabad, Tatarpur, Bhagalpur, Bihar 812007, India",25.2489371,86.957852,India,,India
delhi technological university,"4, Bawana Sector17, 110042 B4 Road, Delhi Technological University, Sector 17, Rohini, Delhi, 110042, India",28.7451463,77.1169907,India,,India
enugu state university of science and technology,"Enugu, Nigeria",6.3066009,7.5353501,Nigeria,,Nigeria
texas a m university texarkana,"7101 University Ave, Texarkana, TX 75503, USA",33.4901523,-94.1032228,United States,,United States
catholic relief services,"229 Peachtree Center Ave NE #925, Atlanta, GA 30303, USA",33.7598428,-84.3865368,United States,,United States
regent s university london,"Inner Cir, London NW1 4NS, UK",51.5257658,-0.1551294,United Kingdom,,United Kingdom
university of winchester,"Sparkford Rd, Winchester SO22 4NR, UK",51.0597004,-1.3282476,United Kingdom,,United Kingdom
gautam buddha university,"Yamuna Expy, Gautam Budh Nagar, Greater Noida, Uttar Pradesh 201308, India",28.4209228,77.5267391,India,,India
national technical university,"52 Lomb Memorial Dr, Rochester, NY 14623, USA",43.0875299,-77.668276,United States,,United States
king s,"2111 Industrial St, Wichita, KS 67216, USA",37.6382326,-97.309956,United States,,United States
marine conservation society,"112 Novato Dr, Vacaville, CA 95688, USA",38.3679697,-121.9807468,United States,,United States
saint francis university,"117 Evergreen Drive, Loretto, PA 15940, USA",40.50382,-78.6376191,United States,,United States
building and construction authority,"30-30 Thomson Ave, Queens, NY 11101, USA",40.7447957,-73.9360533,United States,,United States
business school lausanne,"Route de la Maladière 21, 1022 Chavannes-près-Renens, Switzerland",46.5278632,6.5731535,Switzerland,,Switzerland
surabaya state university,"Jl. Ketintang, Ketintang, Kec. Gayungan, Kota SBY, Jawa Timur 60231, Indonesia",-7.3133295,112.7271573,Indonesia,,Indonesia
university of engineering and technology,"GT Rd, Staff Houses Engineering University Lahore, Lahore, Punjab 39161, Pakistan",31.5799244,74.3563183,Pakistan,,Pakistan
modern academy for engineering technology,"El-Hadaba El-Wosta-Elmokattam Close to Mokattam Central, الأباجية، المقطم، محافظة القاهرة‬، Egypt",29.9932067,31.3125908,Egypt,,Egypt
king edward medical university,"Nila Gumbad Chowk, Anarkali Bazaar Lahore, Punjab 54000, Pakistan",31.5702543,74.3144769,Pakistan,,Pakistan
indian institute of forest management,"357, Bhadbhada Road, Nehru Nagar, Bhopal, Madhya Pradesh 462003, India",23.2085666,77.3848777,India,,India
care,"2205 W 8th St A, Coffeyville, KS 67337, USA",37.0360336,-95.6491717,United States,,United States
taylors university,"236 W Reade Ave, Upland, IN 46989, USA",40.4558636,-85.4988538,United States,,United States
mkwawa university college of education,"Iringa, Tanzania",-7.7626214,35.6864336,Tanzania,,Tanzania
universidad veracruzana,"Calle Salvador Díaz Mirón 35, Zona Universitaria, 91090 Xalapa-Enríquez, Ver., Mexico",19.5180171,-96.9172477,Mexico,,Mexico
academy of sciences of the czech republic,"Národní 3, 117 20 Staré Město, Czechia",50.0816138,14.4142,Czechia,,Czechia
p g college,"301 Largo Rd, Largo, MD 20774, USA",38.8870718,-76.8269617,United States,,United States
american university in dubai,Sheikh Zayed Rd - Al SufouhDubai Internet City - Dubai - United Arab Emirates,25.091209,55.1560728,United Arab Emirates,,United Arab Emirates
universidade federal rural do semi arido,"Rua Francisco Mota Bairro, 572 - Pres. Costa e Silva, Mossoró - RN, 59625-900, Brazil",-5.2036578,-37.3251447,Brazil,,Brazil
chuo university,,,,,Japan,Japan
madison area technical college,"1701 Wright St, Madison, WI 53704, USA",43.1215712,-89.3289214,United States,,United States
washburn university,"1700 SW College Ave, Topeka, KS 66621, USA",39.0334661,-95.7019537,United States,,United States
escp europe,"79 Avenue de la République, 75011 Paris, France",48.8642794,2.3807072,France,,France
miranda house university of delhi,"GC Narang Road, University Enclave, New Delhi, Delhi 110007, India",28.6928674,77.2102013,India,,India
health service executive,"716 N 24th St, Philadelphia, PA 19130, USA",39.968181,-75.177048,United States,,United States
manav rachna international university,"Manav Rachna Campus Rd, Gadakhor Basti Village, Sector 43, Faridabad, Haryana 121004, India",28.4503781,77.2837474,India,,India
suez university,"طريق القاهرة - السويس, Suez, Suez Governorate, Egypt",29.997498,32.500551,Egypt,,Egypt
national university of life and environmental sciences of ukraine,"Heroiv Oborony St, 15, Kyiv, Ukraine, 03041",50.3826081,30.4961709,Ukraine,,Ukraine
national technological university,"100 S Washington Ave #900, Minneapolis, MN 55401, USA",44.9812864,-93.2656945,United States,,United States
al ain university of science and technology,"Al Jimi, Near Al Ain Municipality, Al Ain - Al Jimi - Abu Dhabi - United Arab Emirates",24.240762,55.740842,United Arab Emirates,,United Arab Emirates
helmholtz zentrum berlin,"Hahn-Meitner-Platz 1, 14109 Berlin, Germany",52.41116,13.1298531,Germany,,Germany
robert koch institute,,,,,Germany,Germany
edinburgh college of art,"74 Lauriston Pl, Edinburgh EH3 9DF, UK",55.9451324,-3.1980624,United Kingdom,,United Kingdom
clausthal university of technology,"Adolph-Roemer-Straße 2A, 38678 Clausthal-Zellerfeld, Germany",51.80454,10.33415,Germany,,Germany
